"escola","tipo","uf","medalha_count"
"PADRE JOÃO DA ROCHA EEIF","M","CE","1"
"EEF JONAS FARIAS","M","ES","1"
"MURILO SERPA, ESC 1 E 2 GR CEL","E","CE","1"
"CEF 410 NORTE","E","DF","1"
"EB BENTO ELOI GARCIA","M","SC","1"
"MARIA DE SANTO INOCENCIO LIMA IRMA","E","SP","1"
"ESCOLA ANIBAL FALCAO","E","PE","1"
"EMEF PATRIMONIO DE SANTO ANTONIO","M","ES","1"
"ESCOLA M DE EDUCACAO BASICA MISSENO DE SIQUEIRA TORRES","M","AL","1"
"ESCOLA DES FRANCISCO AUSTERLIANO CORREIA DE CASTRO","M","PE","1"
"EE PE PEDRO LAMBERTI","E","MG","1"
"ESC EST ENS FUN PADRE MARCOS RAMPI","E","RS","1"
"CARNEIRO, EEF. MONS","M","CE","1"
"ESCOLA ESTADUAL PAULO FREIRE","E","MT","1"
"BAPTISTA DOLCI","E","SP","1"
"EM ADELAIDE ROSA","M","PI","1"
"EE RUTH MARTINS DE ALMEIDA","E","MG","1"
"JARDIM SANTA TEREZINHA","E","SP","1"
"EE PROF ALCIDES DE CARVALHO","E","MG","1"
"EE PROF CANDIDO GOMES","E","MG","1"
"MARIO A.T.DE FREITAS,C E - E FUND MEDIO","E","PR","1"
"ESC MUN ENS FUN LAGO AZUL","M","RS","1"
"ESC EST ENS MED BENTO GONCALVES","E","RS","1"
"ESC.EST.SÃO PEDRO","E","AM","1"
"ESC MUN ENS FUN FRANCISCO ZILLI","M","RS","1"
"EM D GERCINA VILAS BOAS ALVES","M","MG","1"
"AMADEU RODRIGUES NORTE","E","SP","1"
"EMEF SANTA CRUZ","M","ES","1"
"EM PROF LEONCIO DO CARMO CHAVES","M","MG","1"
"EM JOAO RODRIGUES DE MACEDO","M","PE","1"
"ESC EST ENS MED PRESIDENTE AFONSO PENA","E","RS","1"
"MANOEL IGNACIO DA SILVA","E","SP","1"
"SHISUKO IOSHIDA NIWA PROFA","E","SP","1"
"EEB ITAJUBA","E","SC","1"
"CRISTIANO OSORIO DE OLIVEIRA CEL","E","SP","1"
"JARDIM CONSOLATA, C E - E FUND MEDIO","E","PR","1"
"ESC MUL CAMILA DE LELLIS","M","RN","1"
"CARLOS GOMES, C E - E FUND MEDIO","E","PR","1"
"EE PROFª. NAIR PALÁCIO DE SOUZA","E","MS","1"
"EM SEBASTIAO ARCHER","M","MA","1"
"EB MUN LUIZ FRANCISCO VIEIRA","M","SC","1"
"COLÉGIO MUNICIPAL DEPUTADO JOÃO ALVES DE MACEDO","M","BA","1"
"ANNA CALVO DE GODOY PROFA","E","SP","1"
"E M E F ANTONIO MOREIRA ROCHA","M","PA","1"
"E M E F JOAO RODRIGUES DA SILVA","M","PA","1"
"PAULO ARAGÃO, EF","M","CE","1"
"EEEP MONSENHOR JOSÉ ALOÍSIO PINTO","E","CE","1"
"DALVA DATI RUIVO PROFA E.M","M","SP","1"
"CAROLINA AUGUSTA SERAPHIM PROFA","E","SP","1"
"HELIO AUGUSTO DE SOUZA PROF EMEF","M","SP","1"
"EE PROF JOSE F NOBRE ENS 1 2 GRAUS","E","RN","1"
"ESC MUN ENS FUN MUN ANTONIO ZAMBRZYCKI","M","RS","1"
"ESC MUL MIGUEL O DE MEDEIROS","M","PB","1"
"JOSE LEITE PINHEIRO PROF","E","SP","1"
"EE PROFª. FLORIANA LOPES","E","MS","1"
"EE N SRA APARECIDA","E","MG","1"
"EMEF ANTONIO PEDRO DOS SANTOS","M","PB","1"
"EMEIEF JOSE ROSSO","M","SC","1"
"EE PROFª. FLAVINA MARIA DA SILVA","E","MS","1"
"EMEIF SANTO ANTONIO","M","CE","1"
"ESC MUL MARIA EDELVITA BARROS TENORIO","M","PE","1"
"UMEF PROF NICE DE PAULA A SOBRINHO","M","ES","1"
"COL EST MANUEL DOS SANTOS ROSAL","E","TO","1"
"PADRE ARISTIDES ANDRADE SALES E. M. E. F.","M","CE","1"
"ESCOLA SANTA CRUZ","E","PE","1"
"LUIZ ROBERTO PINHEIRO ALEGRETTI PROF","E","SP","1"
"EM CEL FELICIO MIRANDA","M","MG","1"
"ANTONIO DE PADUA PASCHOAL DE GODOY PROF","E","SP","1"
"EB MUN ANDRE ANTONIO MARAFON","M","SC","1"
"OCTAVIO MENDES DR","E","SP","1"
"IFMS - CAMPUS DOURADOS","F","MS","1"
"ESCOLA ESTADUAL COLUMBA TEIXEIRA E SILVA","E","MG","1"
"EEEFM MONTEIRO LOBAT0","E","RO","1"
"TAMANDARE, COL EST ALM ENS FUND MÉDIO","E","PR","1"
"JOSE ILDEFONSO CAMPOS, ESC MUL 1 GR","M","CE","1"
"EE STO ANTONIO","E","MG","1"
"JUSCELINO KUBITSCHEK DE OLIVEIRA PRESIDENTE COL MUNICIPAL","M","SP","1"
"MARLY DIVA BONFANTI PROFA","E","SP","1"
"COLEGIO MARISTA NOSSA SENHORA DAS GRACAS","P","RS","1"
"RDO CELSO DOS SANTOS, ESC EF","M","CE","1"
"ESC ENS INFANTIL E FUND PROFª MARIA DE LOURDES DE LIMA","M","RN","1"
"JOAO GABRIEL RIBEIRO DR","E","SP","1"
"COL TIRADENTES PMMG GAMELEIRA","E","MG","1"
"EM PROFA CECY CARDOSO PORFIRIO","M","MG","1"
"EMEIEF JOSE MARTINS FLORES","M","MS","1"
"ANTONIO DE BENEDICTIS PROF DR","E","SP","1"
"PERICLES GALVAO PROF","E","SP","1"
"UI DRA OLGA BENTO","M","MA","1"
"U.E.F. ALICE MENDES","M","MA","1"
"ESC MUN ENS FUND DOM JOSE GOMES","M","RS","1"
"VERGINIO MELLONI","E","SP","1"
"ECIEEFM MARIA ZECA SOUZA","E","PB","1"
"E.M. DECIO MACHADO","M","RJ","1"
"EEEF PREF DJALMA JOHNSSON","E","PR","1"
"ESCOLA MUNICIPAL DE EF E MEDIO PE LUIS FARIAS TORRES","M","AL","1"
"TANCREDO NEVES, E E - E FUND","E","PR","1"
"CINELZIA LORENCI MARONI PROFA","E","SP","1"
"COLEGIO MUNICIPAL SAO THOMAZ DE CANTUARIA","M","BA","1"
"COLEGIO BOM JESUS AURORA","P","SC","1"
"EEB JOSE BOITEUX","E","SC","1"
"ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL","E","MG","1"
"EMEIF PROF. ANTONIO CAVAGLIERI","M","SP","1"
"CENTRO EST EXP DE ENS A SESQUICENTENARIO","E","PB","1"
"EE FREI EGIDIO PARISI","E","MG","1"
"ESC ANTONIO NUNES GORDIANO FILHO","M","BA","1"
"ESC MUL THIAGO BARBOSA","M","TO","1"
"COLEGIO MARISTA","P","SC","1"
"EB MUN JOAO THEOBALDO MAGARINOS","M","SC","1"
"EE MANOEL JOAQUIM DE ANDRADE","E","MG","1"
"ESC EST ANA MACEDO MAIA","E","TO","1"
"COLEGIO SANTA MONICA - TAQUARA","P","RJ","1"
"ESC MUL IZABEL DE MATOS RIBEIRO","M","GO","1"
"CEEFMTI DOUTOR GETUNILDO PIMENTEL","E","ES","1"
"COLEGIO ESTADUAL MONSENHOR PERES","E","RS","1"
"COLEGIO NOTRE DAME APARECIDA","P","RS","1"
"CELSO TOLEDO PROF","E","SP","1"
"ESC MUL OLHO DAGUA","M","PI","1"
"PARQUE RESIDENCIAL SAO CLEMENTE","E","SP","1"
"COLEGIO GRANDE PASSO","P","PE","1"
"EM PROFª. EFANTINA DE QUADROS","M","MS","1"
"EE PROF ANTONIO MAGALHAES ALVES","E","MG","1"
"PORTO SEGURO VISCONDE DE","E","SP","1"
"COLEGIO OSWALDO TOGNINI","P","MS","1"
"EE FELICIO PEREIRA DE ARAUJO","E","MG","1"
"ESCOLA MUNICIPAL MARIO FAUSTINO","M","PI","1"
"EM GOVERNADORA ROSEANA SARNEY","M","MA","1"
"COLEGIO ALEXANDER FLEMING","P","MS","1"
"ESC.EST.ALTAIR SEVERIANO NUNES","E","AM","1"
"EE COMENDADOR VIANA","E","MG","1"
"COL EST DA POLICIA MILITAR DE GOIAS 13 DE MAIO","E","GO","1"
"CENTRO INTERESCOLAR OBJETIVO UNIDADE TEODORO","P","SP","1"
"INSTITUTO PRESBITERIANO VALE DO TOCANTINS","E","TO","1"
"EEPSG APOLONIO B. DE MELO","E","MT","1"
"ENNIO VOSS PROF","E","SP","1"
"COLEGIO SANTO ANJO BARIGUI ENS FUNDAMENTAL E ENS MEDIO","P","PR","1"
"PEDRO YOSHICHIKA IRIE","E","SP","1"
"04.10.005 ESCOLA MUNICIPAL JOAO BARBALHO","M","RJ","1"
"EMEF ANTONIO VIRGOLINO BATISTA","M","PB","1"
"COLEGIO IMPERATRIZ DONA LEOPOLDINA","P","PR","1"
"ESCOLA ESTADUAL DE TEMPO INTEGRAL ELISA BESSA FREIRE","E","AM","1"
"ESC EST BÁSICA MARIANO MORO","E","RS","1"
"ESCOLA MUNICIPAL ANTONIO BARBOSA LEITE","M","AL","1"
"INSTITUTO ASSOCIADOS SABER E CULTURA","P","BA","1"
"ESC.EST.BELARMINO MARREIRO","E","AM","1"
"ESCOLA MUNICIPAL DE BARRO ALTO","M","BA","1"
"ESCOLA DE ENSINO FUND MONSENHOR JOSÉ SOARES","M","AL","1"
"ESC MUL URBANO LIXANDRINO","M","PI","1"
"UNID ESC JULIO GOMES","M","PI","1"
"CIEP BRIZOLAO 469 ANAIDE PANARO CALDAS","M","RJ","1"
"EMEF PROFESSORA MARIA LAURICEIA FREITAS","M","PB","1"
"EE DR AGOSTINHO DA SILVA SILVEIRA","E","MG","1"
"EEB SETE DE SETEMBRO","E","SC","1"
"ESC EST ED BAS LEONARDO FRITZEN","E","RS","1"
"CEF 405 DO RECANTO DAS EMAS","E","DF","1"
"CENTRO EDUC POCOS","P","MG","1"
"JOAO GOMIERI SOBRINHO","E","SP","1"
"EEEFM SEBASTIAO COIMBRA ELIZEU","E","ES","1"
"DEMETRIO AZEVEDO JUNIOR DR ETE","E","SP","1"
"IMACULADA INSTITUTO EDUCACIONAL","P","SP","1"
"ESCOLA DE ENS FUND ANTONIO JOSÉ DE MELO","M","CE","1"
"COLÉGIO ESTADUAL NOVA ERA","E","GO","1"
"IFES - CAMPUS VILA VELHA","F","ES","1"
"BRITANICA DE SAO PAULO ESCOLA ST PAUL S SCHOOL","P","SP","1"
"EM EURIPIDES DE AGUIAR","M","PI","1"
"WALDOMIRO DOMINGOS JUSTOLIM CONTADOR E M","M","SP","1"
"IFMG - CAMPUS SABARA","F","MG","1"
"CE CHARLES DARWIN","P","ES","1"
"ESC MUNICIPAL MANOEL MARQUES DE OLIVEIRA","M","PE","1"
"EEPG KREEN AKARORE","E","MT","1"
"UNID ESC PATRONATO N S DE LOURDES","E","PI","1"
"PROSPER EDUCACIONAL","P","SP","1"
"MARIANINA DE ROSIS MORAES PROFA","E","SP","1"
"ESC EST ENS FUN DR ALBERTO SCHWEITZER","E","RS","1"
"EE DA POLICIA MILITAR TIRADENTES CORONEL CELSO HENRIQUE SOUZA BARBOSA","E","MT","1"
"CEC CENTRO EDUCACIONAL CONSTRUIR","P","MG","1"
"EEIFM DR PEDRO SÁTIRO","M","CE","1"
"ESC EST EDUCAÇÃO BASICA JOSE ZANATTA","E","RS","1"
"IFES - CAMPUS ARACRUZ","F","ES","1"
"COL FRANCO BRASILEIRO","P","RJ","1"
"EE MANOEL GONCALVES LEITE","E","MG","1"
"E M E F PROFESSORA TEREZA DE JESUS RODRIGUES DE OLIVEIRA","M","PA","1"
"IFRS - CAMPUS FARROUPILHA","F","RS","1"
"PENTAGONO COLEGIO UNIDADE CAIUBI","P","SP","1"
"ESC EST PRES CAFE FILHO","E","RN","1"
"EE CORAÇÃO DE MARIA","E","MS","1"
"SAO LOURENCO, C E - E FUND MEDIO","E","PR","1"
"ESCOLA RUI BARBOSA","P","ES","1"
"EMEF CELITA BASTOS GARCIA","M","ES","1"
"EB MUN PARQUE DE EXPOSICOES","M","SC","1"
"EE PEDRO II","E","MG","1"
"PARAISO RURAL","P","AL","1"
"FRANCISCO DA SILVEIRA FRANCO","E","SP","1"
"CED INCRA 08","E","DF","1"
"MARILENE DE OLIVEIRA ACETTO PROFA","E","SP","1"
"GERACAO FORUM CULTURAL LTDA","P","RJ","1"
"CENTRO EDUC DE SOBRADINHO","M","BA","1"
"NILO PECANHA, C E - E FUND MEDIO","E","PR","1"
"EEB PROFº OLAVO CECCO RIGON","E","SC","1"
"SESI 205 CENTRO EDUCACIONAL","P","SP","1"
"ESCOLA ESTADUAL AGOSTINHO DE ALMEIDA","E","TO","1"
"ESCOLA MUNICIPAL SENADOR CUPERTINO","M","MG","1"
"EEEP JOSÉ VIDAL ALVES","E","CE","1"
"OBJETIVO CENTRO INTERESCOLAR UNIDADE IPIRANGA","P","SP","1"
"UEB PAO DA VIDA","M","MA","1"
"EEF AUGUSTO COLATTO","E","SC","1"
"JARDIM GISELE, C E - E FUND MEDIO","E","PR","1"
"ADV BOTUCATU UNIDADE IV COLEGIO","P","SP","1"
"EMEFM DE PE GODOFREDO JOOSTEN","M","PB","1"
"ESIO DE SOUSA, EEIEF,DR","M","CE","1"
"ITB PROFA MARIA SYLVIA CHALUPPE MELLO","M","SP","1"
"IDEAL COLEGIO","P","SP","1"
"ESCOLA DR. JOÃO BATISTA AGUIAR","E","AC","1"
"E E EDUARDO PRADO","E","SP","1"
"ESC.EST.PROF.JACIMAR DA SILVA GAMA","E","AM","1"
"COLEGIO MAUA","P","RS","1"
"EEEFM HONORINA LUCAS DE BRITO","E","RO","1"
"GABRIEL COZZETTO","E","SP","1"
"ANTONIO NASCIMENTO PROF","E","SP","1"
"COL REVISAO","P","MG","1"
"ESC EST DEP FED JOSE ALVES DE ASSIS","E","TO","1"
"EMEF FRANCISCO MEES","M","SC","1"
"CICERO SIQUEIRA CAMPOS PROF.","E","SP","1"
"AVENUES SAO PAULO","P","SP","1"
"ESC ELZIRA ANGELICA DO NASCIMENTO","E","AC","1"
"EE TUBAL VILELA DA SILVA","E","MG","1"
"EE PROF LEONIDES ALVARENGA","E","MG","1"
"COL IDEAL","P","DF","1"
"CEF 19 DE TAGUATINGA","E","DF","1"
"EE PRES JUSCELINO K DE OLIVEIRA","E","MG","1"
"EEEFM TANCREDO DE ALMEIDA NEVES","E","RO","1"
"COLEGIO BERNOULLI","P","BA","1"
"COLÉGIO ESTADUAL GOV. LOURIVAL BAPTISTA","E","SE","1"
"JOAO JAIME FERREIRA GOMES FILHO, EEIEF","M","CE","1"
"FCA CASTRO DE MESQUITA, EEFM","E","CE","1"
"PESTALOZZI ESCOLA UNIDADE I","P","SP","1"
"COLEGIO ESTADUAL PROF G ROLLEMBERG LEITE","E","SE","1"
"EMEF ELZIRA VIVACQUA DOS SANTOS","M","ES","1"
"EE CEL JOAO ANDRE","E","MG","1"
"COLÉGIO ANGLO SÃO PAULO","P","SP","1"
"ESC MUL JOAO DIAS DE SOUZA","M","AP","1"
"JOAO BATISTA LEME PROF","E","SP","1"
"ESC ESTADUAL DE ED BÁSICA PEDRO JOAQUIM DE JESUS","E","AL","1"
"COLEGIO MOTIVO","P","PE","1"
"IFPR - CAMPUS PINHAIS","F","PR","1"
"EMEF HERCILIO AMANTE","M","SC","1"
"EEB OSVALDO FERREIRA DE MELLO","E","SC","1"
"VITAL BRAZIL COLEGIO","P","SP","1"
"E.T.E. JUSCELINO KUBITSCHEK","E","RJ","1"
"EMEF AMADEU AMARAL","M","SP","1"
"COLÉGIO ESTADUAL DO CAMPO LAGEADO BONITO EFM","E","PR","1"
"CED SIGMA AGUAS CLARAS","P","DF","1"
"IFMG - CAMPUS PONTE NOVA","F","MG","1"
"E M CARLOS MOURA MURTA FILHO","M","MG","1"
"EEB RAULINO HORN","E","SC","1"
"EE FRANCISCO DE SOUZA RESENDE","E","MG","1"
"IFES - CAMPUS SÃO MATEUS","F","ES","1"
"EE PE ALFREDO ENS 1 GRAU","E","RN","1"
"LUCIDIO MOTTA NAVARRO","E","SP","1"
"EM LIA MARTA DE OLIVEIRA","M","MG","1"
"IFTM- PATOS DE MINAS","F","MG","1"
"E.M. JOSE DO PATROCINIO","M","RJ","1"
"EREM SOLIDÔNIO PEREIRA DE CARVALHO","E","PE","1"
"ESCOLA BRIGADEIRO EDUARDO GOMES","M","BA","1"
"IFF - CAMPUS SANTO ANTONIO DE PADUA","F","RJ","1"
"ESC.EST.CACILDA BRAULE PINTO","E","AM","1"
"EE ALIRIO HERVAL","E","MG","1"
"CE PADRE PEDRO GRZELCZAKI - EFM","E","PR","1"
"ESCOLA TECNICA MARIA JOSE VASCONCELOS","E","PE","1"
"NOEDIR MAZZINI","E","SP","1"
"EE NARCISO DE QUEIROS","E","MG","1"
"EEEFM DAVID ROLDI","E","ES","1"
"IFNMG - CAMPUS AVANÇADO JANAÚBA","F","MG","1"
"JARDIM SANTA BARBARA","E","SP","1"
"COLEGIO ESTADUAL DE TUPANDI","E","RS","1"
"COLEGIO ASSUNCAO","C","GO","1"
"EEB PE VICENTE F CORDEIRO","E","SC","1"
"ESC MUN ENS FUN ZELINDA RODOLFO PESSIN","M","RS","1"
"IFPB - CAMPUS CAMPINA GRANDE","F","PB","1"
"ARY MENEGATTO PROF","E","SP","1"
"EE REVERENDO TERCIO MORAES PEREIRA","E","SP","1"
"E. E. DE ENSINO FUNDAMENTAL CARDEAL RONCALLI","E","RS","1"
"EEB GOV IVO SILVEIRA","E","SC","1"
"EMEF PROF ANA MARIA SEGURA","M","SP","1"
"COL EST DOM PRUDENCIO","E","GO","1"
"ESCOLA MUNICIPAL 1º GRAU ARISTIDES ROCHA","M","BA","1"
"IFB - CAMPUS RECANTO DAS EMAS","F","DF","1"
"EEB ALBERICO AZEVEDO","E","SC","1"
"JOAQUIM DE TOLEDO CAMARGO PROF","E","SP","1"
"EMEF CANDIDO DE ASSIS QUEIROGA","M","PB","1"
"EE IONE SILVEIRA MENDES","E","MG","1"
"MIGUEL NASSIF MALUF C E E FUND MEDIO","E","PR","1"
"EE RAUL SOARES","E","MG","1"
"EE PROF JOSE IGNACIO DE SOUZA","E","MG","1"
"EE PE JOAO PARREIRAS VILLACA","E","MG","1"
"COLÉGIO DA POLÍCIA MILITAR DE GOIÁS FERNANDO PESSOA","E","GO","1"
"EEB NS DA SALETE","E","SC","1"
"FRITZ KLIEWER, C E - E FUND E MEDIO","E","PR","1"
"C.E. PROFº FERNANDO A. R.GABAGLIA","E","RJ","1"
"EB OSMAR CUNHA","M","SC","1"
"SEGUNDO COLEGIO DO CORPO DE BOMBEIROS MILITAR","E","RJ","1"
"ESTHER MEDINA PROFA","E","SP","1"
"ESCOLA OLIVEIRA LIMA","E","PE","1"
"ESCOLA DE EDUCAÇÃO BÁSICA MUNICIPAL 12 DE MAIO","M","SC","1"
"GABRIEL BEZERRA DE MORAIS EEM","E","CE","1"
"EMEIEF MOEMA TINOCO CUNHA LIMA","M","PB","1"
"ESCOLA MARIA DO CEU BANDEIRA","E","PE","1"
"EMEFTI GOVERNADOR LEONEL DE MOURA BRIZOLA","M","RS","1"
"VISCONDE DO RIO BRANCO, E. E. F. M.","E","CE","1"
"ESCOLA MUNICIPAL DR DIOMEDES GOMES LOPES","M","PE","1"
"PROFESSORA ROSANGELA ALBUQUERQUE DE COUTO EEEP","E","CE","1"
"EE PROFESSORA MARIA AUGUSTA VIEIRA CORREA","E","MG","1"
"CEJA FILOSTRO MACHADO CARNEIRO","E","GO","1"
"EE PROF. ANTÔNIO SALÚSTIO AREIAS","E","MS","1"
"EREM ABÍLIO DE SOUZA BARBOSA","E","PE","1"
"JOAO ANTO DA SILVA, EMEF","M","CE","1"
"EEEM MANOEL DUARTE DA CUNHA","E","ES","1"
"ESC PADRE DIOGO FEIJÓ","E","AC","1"
"PAULO VI PAPA","E","SP","1"
"ESC EST ENS MÉDIO MONTE DAS TABOCAS","E","RS","1"
"REGENTE FEIJO, C E - E FUND MEDIO E PROF","E","PR","1"
"FCO DE ALCANTARA BARROS, ESC MUL","M","CE","1"
"MONSENHOR LUIS XIMENES FREIRE, EEEP","E","CE","1"
"EE PROF FRANCISCO M DO NASCIMENTO","E","MG","1"
"ORMINDA GUIMARAES COTRIM","E","SP","1"
"ESC MUN ENS FUN 12 DE MAIO","M","RS","1"
"EE PE ALFREDO KOBAL","E","MG","1"
"INST EST EDUC ERICO VERISSIMO","E","RS","1"
"GERARDO JOSE DIAS DE LOIOLA - EEEP","E","CE","1"
"ANTONIO DUTRA DE SOUSA EMEF","M","CE","1"
"COLEGIO ESTADUAL INTEGRAÇÃO","E","BA","1"
"E.M. ROMA","M","RJ","1"
"EE ANGELO NADIN","E","MT","1"
"CENTRO EDUCACIONAL SANTA LUZIA","M","BA","1"
"RAUL VENTURELLI DR","E","SP","1"
"ESCOLA RINALDO SILVA DE OLIVEIRA","M","PE","1"
"COL EST CECILIA MEIRELLES","E","GO","1"
"FARIA SOBRINHO, ESC EST - ENS FUND.","E","PR","1"
"EEEFM FELICIO MELOTTI","E","ES","1"
"DECIO PRATA PREFEITO","E","SP","1"
"ESCOLA ESTADUAL JOSE APARECIDO RIBEIRO","E","MT","1"
"EMEF FRANCISCO SECCHIM","M","ES","1"
"EEEP ANTONIO RODRIGUES DE OLIVEIRA","E","CE","1"
"EM PROF ISMAEL SILVA","M","MG","1"
"EE CELESTINO NUNES","E","MG","1"
"EMPG DONA MARIA ARTEMIR PIRES","M","MT","1"
"IFRO - CAMPUS JARU","F","RO","1"
"EMEF FIORAVANTE BARLETTA","M","SP","1"
"LICEU DE ARTES E OFICIOS","E","PE","1"
"ESCOLA MUNICIPAL DOM AVELAR BRANDÃO VILELA","M","AL","1"
"ESCOLA ESTADUAL MANOEL LUCIO DA SILVA","E","AL","1"
"CED SAO BARTOLOMEU","E","DF","1"
"EE PE ROGERIO ABDALA","E","MG","1"
"ESC MUL 1 E 2 GRAUS D JOAQUIM DE ALMEIDA","M","RN","1"
"OBJETIVO COLEGIO","P","SP","1"
"EE ISALTINA CAJUBI FULGENCIO","E","MG","1"
"ASSOC CASA FAMILIAR RURAL DE RIQUEZA","E","SC","1"
"ESCOLA ESTADUAL JOSE SEABRA LEMOS","E","TO","1"
"NOVO ACADEMICO COLEGIO","P","SP","1"
"EM PROF PEDRO GUERRA","M","MG","1"
"COLEGIO ESTADUAL ILOPOLIS","E","RS","1"
"ESC ESTADUAL PROF. OLGA BARRETO","E","SE","1"
"COLEGIO ARI DE SA CAVALCANTE WASHINGTON SOARES","P","CE","1"
"EE JOAO PEREIRA BRANDAO","E","MG","1"
"COLEGIO MODELO LUIS EDUARDO MAGALHAES","E","BA","1"
"COLÉGIO POLITÉCNICO DA UNIV. FED. DE STA. MARIA","F","RS","1"
"MODERNO CENT DE ENSINO EDUC E CULTURA","P","AP","1"
"ESC EST ENS FUN ISMAEL CHAVES BARCELLOS","E","RS","1"
"EMI ALEXANDRE VON HUMBOLDT","E","SP","1"
"IFSP - CAMPUS SAO PAULO PIRITUBA","F","SP","1"
"CENTRO EDUCACIONAL MENINO JESUS","P","SC","1"
"ESC MUN ENS FUN LA SALLE","M","RS","1"
"MARIA APARECIDA DE CASTRO MASIERO PROFA","E","SP","1"
"IFMS - CAMPUS CORUMBA","F","MS","1"
"ESCOLA SESI CAT DARIO GONCALVES DE SOUZA","P","MG","1"
"EE PROFA DIOGUINA AUGUSTA SANTANA","E","MG","1"
"EEEFM PEDREIRAS","E","ES","1"
"IFES - CAMPUS DE NOVA VENECIA","F","ES","1"
"CENTRO INTERESCOLAR OBJETIVO UNIDADE TATUAPE","P","SP","1"
"E M E F JULIA GONCALVES PASSARINHO","M","PA","1"
"EEEP PROF JOSE AUGUSTO TORRES","E","CE","1"
"CEFET DE NEPOMUCENO","F","MG","1"
"POSIVILLE","P","SC","1"
"EE PROFA THEOLINDA DE SOUZA CARMO","E","MG","1"
"IFSP - CAMPUS AVARE","F","SP","1"
"IFRJ - CAMPUS AVANCADO ARRAIAL DO CABO","F","RJ","1"
"ESCOLA AMERICANA DE BELO HORIZONTE","P","MG","1"
"ESC MUL CONSELHEIRO SARAIVA","M","PI","1"
"EE VER JOSE ROBERTO PEREIRA","E","MG","1"
"COLÉGIO PEDRO II (CAMPUS SÃO CRISTÓVÃO III)","F","RJ","1"
"COLEGIO SINODAL DOUTOR BLUMENAU","P","SC","1"
"UE OLIVEIROS MENDES","M","MA","1"
"EEPG DOMINGOS BRIANTE","E","MT","1"
"IFSP - CÂMPUS PIRACICABA","F","SP","1"
"SESI 182 CENTRO EDUCACIONAL","P","SP","1"
"EE CEL FLORENTINO MIRANDA COSTA","E","MG","1"
"E E E M PROFA ERNESTINA PEREIRA MAIA","E","PA","1"
"ETEC PREFEITO BRAZ PASCHOALIN","E","SP","1"
"INSTITUTO EDUC JANGADA","P","SC","1"
"AMANCIO MORO, C E - E FUND MEDIO NORMAL","E","PR","1"
"COL EST ATHENEU SERGIPENSE","E","SE","1"
"ETEC DE ITAQUERA","E","SP","1"
"INST N SRA DO CARMO","P","MG","1"
"ESC EST EDUCACAO BASICA JOSE CANELLAS","E","RS","1"
"IFAC-CAMPUS TARAUACÁ","F","AC","1"
"EEEFM PROFESSORA MARGARIDA MEDEIROS","E","PB","1"
"CENTRO DE ENSINO MEDIO PASTOR DOHMS-UNIDADE DE ENSINO HIGIENOPOLIS","P","RS","1"
"INST EST DE ED SAO JOSE","E","RS","1"
"COLEGIO NOSSA SENHORA DA ASSUNCAO","P","RJ","1"
"JOSE MARIA RODRIGUES LEITE PROF","E","SP","1"
"COLEGIO DECISIVO CRISTO REI EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO","P","PR","1"
"ESC EST ENS MED FRANCISCO DE ASSIS","E","RS","1"
"COLEGIO MARISTA DE PATAMARES","P","BA","1"
"ESCOLA EZEQUIEL BERTINO DE ALMEIDA","E","PE","1"
"SESI 156 CENTRO EDUCACIONAL","P","SP","1"
"ESC EST NORMAL JOSE BONIFACIO","E","RS","1"
"ESCOLA INTERNACIONAL SOCIESC - JOINVILLE","P","SC","1"
"ANTONIO MORAES BARROS DR","E","SP","1"
"DIVINO SALVADOR COLEGIO ITU","P","SP","1"
"JOAO LUIS MAIA, EEF","M","CE","1"
"SEMEANDO COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","P","SP","1"
"ESC PROF ELVIRA VIANA ENSINO FUNDAMENTAL","E","PE","1"
"COLEGIO SALESIANO SANTA ROSA","P","RJ","1"
"EMEIEF PROF. SEBASTIAO VAYEGO DE CARVALHO","M","SP","1"
"COLEGIO CIDADE DE ITAUNA","P","MG","1"
"COL ESTADUAL COM SOARES DE BARROS","E","RS","1"
"COLEGIO PLENUS PETROLINA","P","PE","1"
"C.E. LEOPOLDO OSCAR STUTZ","E","RJ","1"
"LANTAGI COLEGIO ENSINO FUNDAMENTAL E MEDIO","P","SP","1"
"C.E. FRANCISCO JOBIM","E","RJ","1"
"NOSSA SENHORA DA GLORIA COLEGIO MARISTA","P","SP","1"
"ESC MUN ENS FUN JOSE DE ANCHIETA","M","RS","1"
"COLEGIO SOS","P","SP","1"
"EE. NOVA CANAA","E","MT","1"
"MONTE VIRGEM COLEGIO","P","SP","1"
"E.M. DOM PEDRO I","M","RJ","1"
"OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VIII","P","SP","1"
"GENESIO CANDIDO PEREIRA DR","E","SP","1"
"COLEGIO MOTIVA ORIENTAL","P","PB","1"
"GABRIEL MONTEIRO DA SILVA","E","SP","1"
"CEDESC INSTITUTO DE EDUCACAO E CULTURA","P","SP","1"
"EE PREF CELSO VIEIRA VILELA","E","MG","1"
"CENTRO DE EDUCACAO CANTINHO FELIZ LTDA","P","SC","1"
"EM LICEU RIBAMARENSE II","M","MA","1"
"SIGMA L2 NORTE","P","DF","1"
