"escola","tipo","uf","medalha_count"
"EE PREF JOAQUIM PEDRO NASCIMENTO","E","MG","1"
"ESCOLA MUNICIPAL RICARDO SÉRGIO DE LUCENA MELO","M","RN","1"
"ANTONIO AUGUSTO LOPES DE OLIVEIRA JUNIOR","E","SP","1"
"COLEGIO GOES CALMON","M","BA","1"
"SOUZA NAVES,COL.EST.-ENS.FUND,MED E PROF","E","PR","1"
"CAIC JORGE HUMBERTO CAMARGO","E","TO","1"
"MARIA C.B.TESSEROLI, ESC MUL - ENS FUND","M","PR","1"
"PROFª MARIA DO CARMO AUGUSTI","E","SP","1"
"EE QUEROBINO MARQUES DE OLIVEIRA","E","MG","1"
"CENTRO EDUCACIONAL MUNICIPAL LUIZ DE AMORIM LEAO","M","AL","1"
"EEB PROFº HENRIQUE DA SILVA FONTES","E","SC","1"
"EE LAURO MACHADO","E","MG","1"
"UI JOAO CASTELO","M","MA","1"
"EM MOACIR FERNANDES CANGUSSU","M","MG","1"
"EEB PAULO BAUER","E","SC","1"
"EMEF PROFESSOR HUGO MOURA","M","PB","1"
"ESCOLA MUNICIPAL MARIO JULIO DO REGO","M","PE","1"
"ZULMIRO TRENTO, ESC EST-ENS FUNDAMENTAL","E","PR","1"
"DOMINGOS CAMBIAGHI PROF","E","SP","1"
"COL EST PADRE JORGE SCHOLL - EFM","E","PR","1"
"MARIO BERGAMASCO PROF EM","M","SP","1"
"E.E.B JORGE LACERDA","E","SC","1"
"ESC MUN ENS FUN VISCONDE DE CAIRU","M","RS","1"
"EEB DOM PEDRO I","E","SC","1"
"ESC MUL ANTONIO NIVALDO","M","PI","1"
"MONSENHOR SARRION","E","SP","1"
"COLEGIO ESTADUAL TEREZA BORGES DE CERQUEIRA","E","BA","1"
"EE N SRA DA PENHA","E","MG","1"
"AGNES RONDON RIBEIRO PROFA EM","M","SP","1"
"ESCOLA COMUNITÁRIA IDEAL","C","BA","1"
"CARLOS GOMES, C E - E FUND MEDIO PROF","E","PR","1"
"ESCOLA EVANGELICA ROSA MAGALHAES","M","BA","1"
"EURIPEDES SIMOES DE PAULA PROF","E","SP","1"
"ESCOLA MUNICIPAL DE 1º GRAU BOM JESUS","M","BA","1"
"ESC EST ENS MED ADAO SEGER","E","RS","1"
"EE. CARLOS HUGUENEY","E","MT","1"
"EUCLIDES DA CUNHA","M","SP","1"
"EE CÍVICO-MILITAR DR JOAO DA ROCHA CHUEIRI - EF","E","PR","1"
"ESCOLA MUNICIPAL BARTHOLOMEU ANACLETO","M","RJ","1"
"ELIANA BERTAZONI DOS REIS PROFA E.M","M","SP","1"
"FRANCISCO BERNARDES FERREIRA COMENDADOR","E","SP","1"
"EEEF LUIZ MARIA DE FRANÇA","E","PB","1"
"ESC EST VILA GUARACY","E","TO","1"
"ESC MUN ENS FUN ESTADO DE SANTA CATARINA","M","RS","1"
"CENTRO EDUCACIONAL E CULTURAL VICTORIA MALDONADO CAZARINE","M","SP","1"
"IZABEL, E E PRINCESA - E FUND","E","PR","1"
"ADIB MIGUEL HADDAD","E","SP","1"
"JOSE BRANDINI","E","SP","1"
"1026026 EM DOUTOR SOCRATES","M","RJ","1"
"MARIA DE LOURDES PEDROSO PERIN PROFA EMEF","M","SP","1"
"COL EST ARISTON GOMES DA SILVA","E","GO","1"
"BENIGNA PACHECO ESC DE EDUC BÁSICA MUNICIPAL","M","CE","1"
"ANTONIO VICENTE DA SILVA BUENO EMEIEF","M","SP","1"
"CENTRO MUNICIPAL DE ENSINO DOM BOSCO","M","MT","1"
"EB MUN MARIA CONCEICAO NUNES","M","SC","1"
"LAURA ALENCAR PROFA EEF","M","CE","1"
"IVAN BRASIL","E","SP","1"
"ESCOLA ANTONIA CAVALCANTI DE ALBUQUERQUE","E","PE","1"
"ESC.EST.DR.FERNANDO ELLIS RIBEIRO","E","AM","1"
"JARDIM ESCOLA CRESCIMENTO LTDA","P","MA","1"
"ESCOLA MUNICIPAL DEPUTADA NECY NOVAIS","M","BA","1"
"ESCOLA MUL ANTONIO LUSTOSA DE O CABRAL","M","PE","1"
"JOSE BRANDAO DE ALBURQUERQUE, EMEF","M","CE","1"
"COMPLEXO EDUCACIONAL CONTEMPORANEO","P","RN","1"
"EE PROF JOAQUIM RODARTE","E","MG","1"
"ANTONIO JOSE PEDROSO PROF","E","SP","1"
"EEEFM JACARAIPE","E","ES","1"
"CENTRO DE ATIVIDADES DO TRABALHADOR SANTA RITA DE CASSIA","P","MG","1"
"ESCOLA MANOEL JOAQUIM DE SANTANA","M","PE","1"
"GUSTAVO MARCONDES","E","SP","1"
"EMEF PROF CARLOS OSMARINHO DE LIMA","M","SP","1"
"COLEGIO SAO MIGUEL ARCANJO","P","MG","1"
"LEOPOLDO MANOEL DE MEDEIROS EEF","M","CE","1"
"EVA ESPERANCA SILVA EM","M","SP","1"
"INST EDUC DR DIONISIO COSTA","M","PB","1"
"OBJETIVO DO LITORAL CENTRO EDUCACIONAL","P","SP","1"
"E M E F DEPUTADO RAIMUNDO RIBEIRO DE SOUZA","M","PA","1"
"IDALINA GRANDIN MIRANDOLA PROFA","E","SP","1"
"EM VER BOSCO MENDONCA","M","MG","1"
"COLEGIO SAO CARLOS","P","RS","1"
"ESC EST ENS FUN IVONNY KAYSER","E","RS","1"
"SEBASTIAO DE MORAES CARDOSO","E","SP","1"
"LAURA DE MELLO FRANCO PROFA","E","SP","1"
"CURSOS E COLEGIO COQUEIROS LTDA ME","P","SC","1"
"EE PROF JUVENAL BRANDAO","E","MG","1"
"ESCOLA MUNICIPAL RAUL SOARES","M","PE","1"
"ETEC PROF MARIO ANTONIO VERZA","E","SP","1"
"NOSSA SENHORA DAS GRACAS ESCOLA","P","SP","1"
"E.M. GONCALVES DIAS","M","RJ","1"
"E M E I F RAFAEL FERNANDES GOMES","M","PA","1"
"ESC PAROQUIAL LUIZ AUGUSTO","E","TO","1"
"CENTRO EDUCACIONAL VILLA LOBOS","P","BA","1"
"SALVADOR DE LEONE","E","SP","1"
"EE SOUSA LEITE","E","MG","1"
"EM DE ENS FUNDAMENTAL PROF AIDA GOMES BEZERRA","M","RN","1"
"ESCOLA PRESBITERIANA ERASMO BRAGA","P","MS","1"
"UMEF PROF ELSON JOSE DE SOUZA","M","ES","1"
"CEF 101 DO RECANTO DAS EMAS","E","DF","1"
"EEEFM MARIA GORETTI","E","RO","1"
"UNID DE ENS COLEGIO SINODAL- PORTAO","P","RS","1"
"ESC DE EDUC INF E ENS FUND FRANCISCO TAVARES ABREU","M","CE","1"
"EMEF MANOEL N TRINDADE","M","PB","1"
"COL EST JOAO D ABREU","E","TO","1"
"GUILHERME DE ALMEIDA COLEGIO UNIDADE I","P","SP","1"
"EEB PROFA DANIELA PEREIRA","E","SC","1"
"ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL SENADOR HUMBERTO LUCENA","M","PB","1"
"CMEBI PROFESSORA LÚCIA FACCIO TASCA","M","MT","1"
"PETROPOLIS COLEGIO","P","SP","1"
"ESCOLA HISTORIADOR PEREIRA DA COSTA","E","PE","1"
"ESC MUL 4 DE OUTUBRO ENS DE 1 GRAU","M","RN","1"
"CEPMG DEPUTADO JOSE ALVES DE ASSIS","E","GO","1"
"COLEGIO BOM JESUS SAO MIGUEL","P","RS","1"
"TANIA V. FERREIRA, C E - E FUND MEDIO","E","PR","1"
"ESCOLA MUNICIPAL JOAO PAULO II","M","SE","1"
"EM MARIA JOSÉ CAMPOS DIAS","M","MG","1"
"ESCOLA BOM JESUSENSINO FUNDAMENTAL SUBSEDE AGUA VERDE I","P","PR","1"
"UNID ESC ZACARIAS MANOEL DA SILVA","M","PI","1"
"COLÉGIO ESTADUAL PEDRO DINIZ GONÇALVES","E","SE","1"
"ESC MUL JOSE NOGUEIRA","M","TO","1"
"CENEL - C DE EDUC NERY LACERDA","P","DF","1"
"UNID ESC CLARINDO LOPES","M","PI","1"
"IFBA - CAMPUS JACOBINA","F","BA","1"
"IF CATARINENSE - CAMPUS ARAQUARI","F","SC","1"
"CURSO E COLÉGIO LEFFLER","P","BA","1"
"EMEF PROF. MOZART RODRIGUES","M","PB","1"
"INSTITUTO FEDERAL DO PARANA CAMPUS FOZ DO IGUACU","F","PR","1"
"EE SÃO JOSÉ","E","MS","1"
"SEB COC UNIDADE ALVARES CABRAL","P","SP","1"
"EMEF PROFA MARILEI SCHMIDT DE OLIVEIRA","M","SP","1"
"ETE DE FRANCO DA ROCHA","E","SP","1"
"EE OSVALDO C. PEREIRA","E","MT","1"
"CIDADE RIO PRETO COLEGIO","P","SP","1"
"ESCOLA BRIGADEIRO EDUARDO GOMES","E","PE","1"
"IFCE - CAMPUS DE CAUCAIA","F","CE","1"
"ALICE MARQUES DA SILVA ROCHA","E","SP","1"
"CENTRO EDUC SESC CIDADANIA ELIAS BUFAICAL NETO","P","GO","1"
"EM ALVARO BOTELHO","M","MG","1"
"IFMT - CAMPUS PARECIS","F","MT","1"
"IFPA - CAMPUS BELEM","F","PA","1"
"ESC SESI DE ENS MEDIO MONTENEGRO","P","RS","1"
"03.12.004 - E.M. ESTADO DA GUANABARA","M","RJ","1"
"SANTA ROSA DE VITERBO ETEC DE","E","SP","1"
"ESC ESTADUAL 8 DE JULHO","E","SE","1"
"SANTA CRUZ COLEGIO","P","SP","1"
"EE MONS JOSE PAULINO","E","MG","1"
"C. E. PREFEITO MENDES DE MORAES","E","RJ","1"
"EEEF 31 DE MARCO","E","RO","1"
"MONTEPELLIER SISTEMA EDUCACIONAL","P","SP","1"
"COL EST CEL JOSE FRANCISCO DE AZEVEDO","E","TO","1"
"CAIC PROF BALDUINO B DE DEUS","E","PI","1"
"ESC SANTA LUCIA III","E","AC","1"
"EE MAJ LAGE","E","MG","1"
"ESC EST CARANÃ","E","RR","1"
"MARIANINHA QUEIROZ PROFA","E","SP","1"
"ESC MUL DE ENSINO FUND GILMARA FONTES DE GOIS","M","SE","1"
"COL EST DOM PEDRO II","E","GO","1"
"EMEF DAURA RIBEIRO DA SILVA","M","PB","1"
"EE PE JOAO BOTELHO","E","MG","1"
"CM PROFA IRINETE CARDOSO COSTA","M","SE","1"
"ESC EST DE ENS. FUND. ERNESTO DORNELLES","E","RS","1"
"CEF 28 DE CEILANDIA","E","DF","1"
"FERDINANDO IENNY","E","SP","1"
"ESC INSTITUTO ODILON PRATAGI","E","AC","1"
"ESC.EST.GENTIL BELÉM","E","AM","1"
"EEEF JANETE CLAIR","E","RO","1"
"UNID ESC FIRMINA SOBREIRA","E","PI","1"
"ESC EST SETE ILHAS","E","AP","1"
"ESCOLA MUNICIPAL DESEMBARGADOR OYAMA ITUASSU","M","AM","1"
"ESC ZOZIMO LIMA","M","SE","1"
"INST EST EDUC PROFESSOR DIEHL","E","RS","1"
"ESC MUN CASIMIRO DE ABREU","M","RR","1"
"EMEF ANGELO DE LUCA","M","SC","1"
"ESCOLA M JUVENAL DA ROCHA TORRES","M","SE","1"
"C.E. WALTER ORLANDINI","E","RJ","1"
"ESC MUN DR ARNALDO BRANDAO","M","RR","1"
"MARIA DE FATIMA SOUZA SILVA","M","CE","1"
"ESC MUN PROFª LECY RIBEIRO ALVES","M","RR","1"
"ALBERTO S. DUMONT, COL EST - EF/EM","E","PR","1"
"IFRN - UNID JOAO CAMARA","F","RN","1"
"CENTRO EDUCACIONAL PEDRO RIZZI","M","SC","1"
"IF SUL DE MINAS - CAMPUS INCONFIDENTES","F","MG","1"
"EE SÃO GABRIEL","E","MS","1"
"ESC EST JOAQUIM CAETANO DA SILVA","E","AP","1"
"ESC MUN ENS FUN PRESIDENTE DUTRA","M","RS","1"
"ALBERTO SANTOS DUMONT ETE","E","SP","1"
"COLÉGIO ESTADUAL PROFESSOR ULISSES CABRAL","E","RS","1"
"ESC MUL FRANCISCA DE FREITAS ARAUJO","M","AP","1"
"E.M. PRES CASTELO BRANCO","M","RJ","1"
"IFNMG - CAMPUS TEÓFILO OTONI","F","MG","1"
"EE CONEGO JOSE DIVINO","E","MG","1"
"ESCOLA ESTADUAL DA POLICIA MILITAR TIRADENTES CABO JOSE MARTINS DE MOURA","E","MT","1"
"ESCOLA ESTADUAL PADRE CABRAL","E","AL","1"
"OSMAR PASSARELLI SILVEIRA PROF CEMEP","M","SP","1"
"EE DO BAIRRO DOS PEREIRAS","E","MG","1"
"EEEFM MARIA PENEDO","E","ES","1"
"EEB PE JOAO KOMINEK","E","SC","1"
"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS - CAMPUS VIII/ VARGINHA","F","MG","1"
"EEB FREI ROGERIO","E","SC","1"
"ESCOLA MUNICIPAL ANTONIO RITA","M","PI","1"
"MARIA APPARECIDA PINTO DA CUNHA PROFA","E","SP","1"
"JULIO CARDOSO DR ETE","E","SP","1"
"ANTONIO ALVES ARANHA PROF","E","SP","1"
"AGOSTINHO GRIGOLETO","E","SP","1"
"SAUL MATIAS DA SILVA - EMEIF","M","CE","1"
"CEEFM BENEDITO LEITE","E","MA","1"
"EEEP DARIO CATUNDA FONTENELE","E","CE","1"
"ESC MUN ENS FUN DR PESTANA","M","RS","1"
"ARMANDO LOPES MORENO PROF EMEFEI","M","SP","1"
"CEDUP HERMANN HERING","E","SC","1"
"PAULO COELHO DA SILVA","E","SP","1"
"EE DR GARCIA DE LIMA","E","MG","1"
"SEMIRAMIS DE B. BRAGA, C E-E FUND MEDIO","E","PR","1"
"IMACULADA CONCEICAO,C E - E FUND MEDIO","E","PR","1"
"EE CASTELO BRANCO","E","MS","1"
"EEEF NESTOR GOMES","M","ES","1"
"EE HENRIQUE MICHEL","E","MG","1"
"UNID ESC MONS UCHOA","E","PI","1"
"VICTOR MAIDA","E","SP","1"
"MIQUELINA CARTOLANO PROFA","E","SP","1"
"JOSE FLORENCIO DO AMARAL","E","SP","1"
"EEB IRMA MARIA TERESA","E","SC","1"
"ANTONIO EMILIO SOUZA PENNA PROF","E","SP","1"
"MARIA VIDAL NOVAES, ESC EST - ENS FUND","E","PR","1"
"E.M. MINAS GERAIS","M","RJ","1"
"ESC EST ED BAS ARATIBA","E","RS","1"
"ESC EST ENS MED ANDRE LEAO PUENTE","E","RS","1"
"ESC MUL DE AREIAS","M","PI","1"
"C.E. NUN'ALVARES PEREIRA","E","RJ","1"
"EE PE JOAO BOSCO PENIDO BURNIER","E","MG","1"
"EE FERNAO DIAS PAES LEME","E","MG","1"
"ADELMO FRANCISCO DA SILVA","E","SP","1"
"PATO BRAGADO, C E - ENS FUND MEDIO","E","PR","1"
"EE PROF CAIO ALBUQUERQUE","E","MG","1"
"GUSTAVO KLUG TENENTE AVIADOR ETE","E","SP","1"
"SAO JOSE DO RIO PARDO ETE","E","SP","1"
"ESC MUN PROFº SANTOS TOMASELLI","M","SC","1"
"NOEMIA DIAS PEROTTI DONA","E","SP","1"
"LICEU DE CAUCAIA","E","CE","1"
"JOAO PAULO II","E","SP","1"
"ESC.EST.CORONEL RAIMUNDO CUNHA","E","AM","1"
"ESC. DE ENS. FUND. E MEDIO DE IRAUÇUBA","E","CE","1"
"EE LIBERATO DE CASTRO","E","MG","1"
"EMEF PROFA MARINA BORDENALE PILOTTO GAIOTTO","M","SP","1"
"EEEFM PROF FILOMENA QUITIBA","E","ES","1"
"EE PROF MARIA L DA SILVA ENS FUNDAMENTAL E MEDIO","E","RN","1"
"EE PROF FIGUEIREDO BRANDAO","E","MG","1"
"URBANO DE ANDRADE JUNQUEIRA ENG AGRONOMO EMEB UN I","M","SP","1"
"MILCIO BAZOLI PROF","E","SP","1"
"EEB HELIO WASUM","E","SC","1"
"ABRAAO BAQUIT, ESCOLA DE ENS FUND E MÉDIO","E","CE","1"
"EMEF ALVARO DE CASTRO MATTOS","M","ES","1"
"ESCOLA MUNICIPAL VISCONDE DE CAIRU","M","BA","1"
"EEEFM PROF EDUARDO LIMA E SILVA","E","RO","1"
"EE VESPASIANO MARTINS","E","MS","1"
"EEB JOAO FRASSETTO","E","SC","1"
"EE PROF DAVID GOLIA","E","SP","1"
"EUCLIDES PINHEIRO DE ANDRADE,EEF MEDIO","E","CE","1"
"CEM DIACONIZIO BEZERRA DA SILVA","E","TO","1"
"MARIA PIA SILVA CASTRO PROFA","E","SP","1"
"EEEFM EMILIO OSCAR HULLE","E","ES","1"
"EE JOSE SOARES DE ARAUJO","E","MG","1"
"EE CASIMIRO SILVA","E","MG","1"
"CASTRO ALVES, C E - E FUND MEDIO","E","PR","1"
"EMEF ARCANJO GABRIEL","M","SP","1"
"COLÉGIO ESTADUAL ANTÔNIO FIGUEIREDO","E","BA","1"
"COLEGIO ESTADUAL ABELARDO BARRETO DO ROSARIO","E","SE","1"
"ESC MUN JOSE GOMES CAMPOS","M","PI","1"
"ESCOLA MUNICIPAL BONFIM","M","PE","1"
"EE DE MACHADO MINEIRO","E","MG","1"
"E E E F M PEDRO AMAZONAS PEDROSO","E","PA","1"
"CONDOMINIO CARIOBA/RECANTO MARISA","E","SP","1"
"PAULO DE OLIVEIRA MELLO PROFESSOR","E","SP","1"
"EE PE CHICO","E","MG","1"
"CENTRO DE ENSINO MÉDIO PRES. CASTELO BRANCO","E","TO","1"
"CEB PREFEITO JOÃO NUNES DE MENEZES","M","CE","1"
"EE ENG CALDAS","E","MG","1"
"ALBERTO SANTOS DUMONT","E","SP","1"
"ESCOLA ESTADUAL DR SIDRONIO A. DE STA MARIA","E","AL","1"
"IRMA CHARLITA","E","SP","1"
"EM TEIXEIRA SOARES","M","MG","1"
"CPMG PALMEIRAS DE GOIAS CABO PM EDMILSON DE SOUSA LEMES","E","GO","1"
"ESC EST TIRADENTES","E","AP","1"
"REPUBLICA DO PARAGUAY","E","SP","1"
"EB MUN OLIMPIO CORREA FIGUEIRO","M","SC","1"
"CIEP BRIZOLAO 432 ALBERTO CAVALCANTI","E","RJ","1"
"COLEGIO DRUMMOND","P","SP","1"
"EM ED. INFANTIL E ENS FUND SAO CRISTOVAO","M","MT","1"
"RIO BRANCO, C E BAR DO - E FUND MEDIO","E","PR","1"
"ESC EST DE EDUC BASICA SAO FRANCISCO","E","RS","1"
"SANTA ROSALIA COLEGIO","P","SP","1"
"GUIDO DIAS DE ALMEIDA PROF","E","SP","1"
"JARDIM P ALEGRE,C E-E FUND,MEDIO E PROF","E","PR","1"
"EEB MATER DOLORUM","E","SC","1"
"COLEGIO MARIE JOST","P","RN","1"
"ARACY SANTINHO BARBERI PROFA","E","SP","1"
"DONA SINHA, EEF","M","CE","1"
"COLEGIO ESTADUAL MANOEL MESSIAS FEITOSA","E","SE","1"
"COLEGIO MARISTA SAO JOSE BARRA","P","RJ","1"
"JOAO OMETTO","E","SP","1"
"EMTI PROFESSOR EXPEDITO PARENTE","M","CE","1"
"EE ALBERTINO FERREIRA DRUMOND","E","MG","1"
"CAMILLO DE MATTOS COLEGIO","P","SP","1"
"ISAIAS JOSE FERREIRA DR","E","SP","1"
"JOAO NOGUEIRA EMEB","M","SP","1"
"COL. EST. PROFº RAIMUNDO MENDONÇA DE ARAÚJO","E","SE","1"
"COLEGIO CANDIDO PORTINARI","P","BA","1"
"EMEB PROFESSOR AGENOR VEDOVELLO","M","SP","1"
"ESC EST ED BAS EDUARDO LOPES DA ROSA","E","RS","1"
"JUVENAL PAIVA PEREIRA PROF","E","SP","1"
"ESCOLA SESI DOUTOR CELSO CHARURI","P","MG","1"
"JULIO GOMES CAMISAO EMEF","M","SP","1"
"EMEF VINICIUS DEMORAES","M","MT","1"
"COL EST DE ALVORADA","E","TO","1"
"COLEGIO FANTASTICO","P","AL","1"
"MARIA HELENA BASSO ANTUNES PROFA","E","SP","1"
"UI PROF JOSE DO NASCIMENTO MORAES","E","MA","1"
"EEB PREFEITO LUIZ CARLOS LUIZ","E","SC","1"
"COL DE EDUC BASICA CRISTHIANE ARCHER DAL BOSCO","P","MT","1"
"EM PADRE CARLOS COTTART","M","PE","1"
"JOAO HONORIO DE FREITAS EEF","M","CE","1"
"EEEFM BARTOUVINO COSTA","E","ES","1"
"VIVER E APRENDER CENTRO PEDAGOGICO","P","SP","1"
"EE ANGELO RIBEIRO MIRANDA","E","MG","1"
"EM MARIA DA CONCEICAO BRITO","M","MG","1"
"EE COM MARIO GOULART SANTIAGO","E","MG","1"
"ESCOLA DE ENSINO FUNDAMENTAL SANTA CLARA DE ASSIS","P","AL","1"
"ANDRE DONATONI","E","SP","1"
"EE HORACIO NARCISO DE GOES","E","MG","1"
"ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA","E","AL","1"
"SISTEMA PODIUM DE EDUCACAO","P","MG","1"
"CARLOS MAXIMILIANO PEREIRA DOS SANTOS","E","SP","1"
"ESTHER VIANNA BOLOGNA PROFA EMEF","M","SP","1"
"EE VICENTE INACIO BISPO","E","MG","1"
"AGUIRRE DOM COLEGIO","P","SP","1"
"EB MUN PE JOSE ANCHIETA","M","SC","1"
"C.E. CONSELHEIRO MACEDO SOARES","E","RJ","1"
"SANTA BARBARA, COL EST - ENS FUND E MED","E","PR","1"
"ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE CURSINO DOS SANTOS","M","AL","1"
"JOAQUIM MENDES PEQUITO","E","SP","1"
"MIGUEL DE J ALVES, ESC 1 GR PE","M","CE","1"
"JOAQUIM MOREIRA DE SOUSA, ESC 1 GR","E","CE","1"
"ESC.EST.ROSINA FERREIRA DA SILVA","E","AM","1"
"ARTUR LUIZ GAYOTTO EMEF","M","SP","1"
"JOSE JORGE DO AMARAL PROF","E","SP","1"
"COLÉGIO ESTADUAL HUMBERTO DE ALENCAR CASTELO BRANCO- ENSINO MÉDIO E NORMAL","E","PR","1"
"EEF LINHA BIGUA","E","SC","1"
"PARQUE TAMARI","E","SP","1"
"ESC. MUN. DE ENS. FUND. OSÓRIO PEIXOTO","M","RS","1"
"NAPE EE AUGUSTO JOSE VIEIRA","E","MG","1"
"EEB MARIA MADALENA DE MOURA FERRO","E","SC","1"
"C.E. JOSE DO PATROCINIO","E","RJ","1"
"EM BRIGADEIRO EDUARDO GOMES","M","RN","1"
"EEB CARLOS FRIES","E","SC","1"
"ESC. EST. DEP. GLAUCIO GONCALVES","E","AM","1"
"MARIA GONCALVES DA MOTTA","E","SP","1"
"C EDUC MUN PE AVELAR","M","MG","1"
"IF GOIANO - CAMPUS CAMPOS BELOS","F","GO","1"
"ESCOLA MUNICIPAL BEATRIZ RODRIGUES DA SILVA","M","TO","1"
"ALDO ANGELINI","E","SP","1"
"BENEDITA DE CAMPOS MARCOLONGO PROFA","E","SP","1"
"ESCOLA ESTADUAL DE EDUCACAO TECNOLOGICA DO ESTADO DO PARA","E","PA","1"
"CE SAGRADA FAMILIA EFEM","E","PR","1"
"E M E I F RUY DA SILVEIRA BRITTO","M","PA","1"
"ESC EST ENS FUN PIO XII","E","RS","1"
"CE Prof Jose Carlos de Sousa","E","SE","1"
"YOLANDA BASSI PROFA","E","SP","1"
"DESOLINA BETTI GREGORIN PROFA","E","SP","1"
"EDESIO CASTANHO","E","SP","1"
"ESC EST BERILO WANDERLEY","E","RN","1"
"FRANCISCO D'AMICO","E","SP","1"
"ESCOLA MARIA CECILIA BARBOSA LEAL","E","PE","1"
"EE ALFREDO ALBANO DE OLIVEIRA","E","MG","1"
"ESCOLA ESTADUAL DELMO FERREIRA DA SILVA","E","AL","1"
"VALDIR U. DE AZEVEDO, ESC EST-ENS FUNDAM","E","PR","1"
"E.M. VEREADOR PEDRO MOREIRA DOS SANTOS","M","RJ","1"
"FABIANO LOZANO MAESTRO","E","SP","1"
"ESC EST GONÇALVES DIAS","E","RR","1"
"NATERCIA CREMM DE MORAES PEDRO PROFA","E","SP","1"
"EE PEDRO RIBEIRO CAVALCANTE FILHO","E","MG","1"
"EE FELIPE DOS SANTOS","E","MG","1"
"ESC EST RIVANDA NAZARE DA S GUIMARAES","E","AP","1"
"EEF FRANCISCO MOURÃO LIMA","M","CE","1"
"MARIA CONCEICAO APARECIDA BASSO PROFA","E","SP","1"
"ESC IZIDORO ARAGAO GUERRA","M","BA","1"
"CENTRO EDUCACIONAL POTENCIAL","P","SC","1"
"ESC EST ENS MED MARGIT KLIEMANN","E","RS","1"
"EMEFM FRANCISCA DURAN COSTA","M","RO","1"
"ESCOLA MUNICIPAL BASTOS FILHO","M","CE","1"
"INTELECTUS RIO PRETO COLEGIO","P","SP","1"
"LINDAURA R.LUCAS, C E PROF-E FUND MEDIO","E","PR","1"
"FRANCISCO ALVARES PROF","E","SP","1"
"ESC MUN ENS FUN ERICO VERISSIMO","M","RS","1"
"COLEGIO BERNOULLI - UNIDADE GONCALVES DIAS","P","MG","1"
"CSTI EDGAR LINHARES","M","CE","1"
"ESCOLA MUNICIPAL ENS. FUNDAMENTAL DUQUE DE CAXIAS","M","RS","1"
"C FED DE EDUC TEC DE AL UNED-MARECHAL DEODORO","F","AL","1"
"CE PRIMEIRO MUNDO","P","ES","1"
"OLGA BENATTI PROFA","E","SP","1"
"EM MARIA DAS GRACAS FERREIRA","M","MG","1"
"IFMG - CAMPUS FORMIGA","F","MG","1"
"SENEMBY COLEGIO ENSINO FUNDAMENTAL E MEDIO","P","SP","1"
"OMAR SABBAG, ESC MUL PREF - ENS FUND","M","PR","1"
"VARGEM GRANDE","M","SP","1"
"IFTO - CAMPUS ARAGUAÍNA","F","TO","1"
"COLEGIO NEUSA ROCHA","P","MG","1"
"PARQUE DOS IPES EMEB","M","SP","1"
"NELSON GIRARD PROF","E","SP","1"
"AUGUSTO MEIRELLES REIS FILHO PROF","E","SP","1"
"COLEGIO SANTA MARIA CONTAGEM","P","MG","1"
"EMEB PAULO FUCKNER","M","SC","1"
"EM ALCINO CARNEIRO - PÓLO","M","MS","1"
"IFGO CAMPUS JATAI","F","GO","1"
"ESCOLA DA VILA UNIDADE MORUMBI","P","SP","1"
"CENTRO EDUCACIONAL OMEGA SS LTDA","M","PA","1"
"ESC.EST.MARIA IVONE DE ARAUJO LEITE","E","AM","1"
"ESCOLA ARNALDO ALVES CAVALCANTI","E","PE","1"
"COLEGIO ARNALDO - UNIDADE ANCHIETA","P","MG","1"
"ANTO ALVES DE SOUSA, GRUPO MUL","M","CE","1"
"COLÉGIO MUNICIPAL JOAO PAULO II","M","BA","1"
"EE DONA ELEONORA PIERUCCETTI","E","MG","1"
"FARIAS BRITO EUSÉBIO","P","CE","1"
"ESCOLA CLEMENTE MARIANI","M","BA","1"
"ESC MUN PROFª ROSA MARIA B DEMARCHI","M","SC","1"
"COL EST ATTILIO CODATO - EFM","E","PR","1"
"META COLEGIO","P","SP","1"
"EB MUN PROFº RAFAEL RECH","M","SC","1"
"E.M. FRANCISCO C. DE ALVARENGA","M","RJ","1"
"E E E M ANTONIO CANDIDO MACHADO","E","PA","1"
"ALTERNATIVA ESCOLA DE EDUCACAO BASICA","P","AL","1"
"ESCOLA MUNICIPAL IVA FERREIRA DE SOUZA","M","PE","1"
"CIANORTE, C E - E FUND MED NORMAL PROF","E","PR","1"
"ISAIAS GONCALVES DAMASCENO, EEFM","E","CE","1"
"COLEGIO SAO PEDRO CANISIO","P","PR","1"
"ESCOLA MUNICIPAL VICENTE DE SOUZA FRANCA","M","PE","1"
"ADELIA ROSSI ARNALDI, C E - E FUND MEDIO","E","PR","1"
"BENEDITA R.REZENDE, C E - E FUND MEDIO","E","PR","1"
"COLEGIO BOM JESUS NOSSA SENHORA DE LOURDES ED INF ENS FUND E MEDIO","P","PR","1"
"SATURNINO ANTONIO ROSA","E","SP","1"
"OSWALDO SAMUEL MASSEI EMEF","M","SP","1"
"EE FREI ORLANDO","E","MG","1"
"COL METODISTA AMERICANO","P","RS","1"
"CE CÍVICO-MILITAR TOMAZ EDISON DE ANDRADE VIEIRA - EFM","E","PR","1"
"MANOEL DOS SANTOS","E","SP","1"
"EE PROFA MARIA RITA L P SANTORO","E","MG","1"
